age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score)
45, Self-emp-not-inc,39986, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1740,56, United-States,,
44, Self-emp-not-inc,53956, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,,
45, State-gov,255456, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India,,
32, State-gov,110171, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States,,
52, Private,203635, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,65, United-States,,
34, Private,152493, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,60, United-States,,
28, Private,132686, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
39, Private,323385, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,,
31, Private,74501, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,,
62, Self-emp-not-inc,236247, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,,
19, Private,120361, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,,
46, Private,188729, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States,,
35, Private,258657, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,,
41, Private,63042, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States,,
29, Private,67306, HS-grad,9, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,,
55, Private,135339, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China,,
46, Private,131091, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
34, Local-gov,113183, Masters,14, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States,,
36, Private,257250, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,,
21, Private,29810, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
23, Private,219519, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States,,
60, Private,223911, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,,
46, Private,188950, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,,
59, Private,136413, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
59, Private,97213, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,,
53, Private,277772, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,,
51, Private,117700, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
46, State-gov,54260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States,,
41, Private,106159, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,14344,0,48, United-States,,
38, Self-emp-not-inc,22245, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
35, Private,87757, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,,
46, Self-emp-not-inc,481987, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,,
38, Federal-gov,178678, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,1380,50, United-States,,
31, Private,249869, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
53, Federal-gov,128141, Bachelors,13, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,,
25, Private,124111, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States,,
64, Self-emp-not-inc,167877, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,,
24, Private,172594, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
34, Self-emp-not-inc,163756, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,27828,0,60, United-States,,
49, Private,304864, Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, United-States,,
33, Private,41610, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
32, Private,231263, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,,
50, Local-gov,120521, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States,,
67, Self-emp-not-inc,94809, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,2346,0,33, United-States,,
22, Private,115892, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,,
48, Private,164984, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
37, Private,112812, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
57, Self-emp-inc,208018, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
33, Private,589155, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,,
23, Federal-gov,215115, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,,
55, Private,160631, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States,,
55, Private,140063, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
42, Private,107563, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,,
43, Private,216411, 1st-4th,2, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Dominican-Republic,,
50, Private,125417, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States,,
39, Private,86643, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,27828,0,55, United-States,,
30, Private,188362, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States,,
37, Self-emp-not-inc,202683, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
35, Federal-gov,182863, Bachelors,13, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States,,
44, State-gov,156642, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States,,
42, Self-emp-not-inc,34161, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
48, Private,329144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States,,
23, Private,335067, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,,
41, Private,163287, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States,,
27, Private,95108, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,,
28, Private,209934, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico,,
32, Private,170276, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States,,
37, Private,406328, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States,,
52, Private,254230, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,,
55, Private,124771, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,,
38, Private,79483, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,,
59, Private,378585, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,,
26, Private,195636, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,,
37, Local-gov,170861, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,,
27, Private,275466, 10th,6, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,,
26, State-gov,106491, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,,
32, Private,154981, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States,,
33, Private,303942, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
38, Private,248941, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,,
23, Local-gov,307267, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,,
21, Private,183789, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,,
46, Private,212162, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,,
23, Private,308647, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States,,
26, Private,391349, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,,
23, Private,134446, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,54, United-States,,
26, Private,217517, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,2885,0,40, United-States,,
17, Private,118792, 11th,7, Never-married, Sales, Other-relative, White, Female,0,0,24, United-States,,
24, Local-gov,238384, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States,,
33, Private,231822, 10th,6, Separated, Sales, Unmarried, White, Female,0,0,38, United-States,,
37, Private,110331, Prof-school,15, Married-civ-spouse, Other-service, Wife, White, Female,0,0,60, United-States,,
26, Private,552529, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,,
36, Self-emp-not-inc,260454, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,,
18, Private,183011, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,15, Haiti,,
30, Private,238186, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,2057,48, United-States,,
33, Private,317809, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
40, Private,340797, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,,
25, Private,184303, 7th-8th,4, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, Guatemala,,
45, Local-gov,265477, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France,,
49, Private,149337, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,,
54, Self-emp-inc,175339, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,40, United-States,,
36, Private,207824, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,,
41, Private,99665, 9th,5, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,80, United-States,,
33, Private,84154, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,,
20, Private,177287, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,,
26, Private,201579, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico,,
57, Private,132145, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
42, Private,159449, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
26, Self-emp-not-inc,33016, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,55, United-States,,
26, Private,202156, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States,,
44, Private,172160, 11th,7, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,,
33, Private,177083, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada,,
38, Private,95647, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States,,
21, Private,122048, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States,,
18, Private,217439, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,,
29, Private,37599, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States,,
30, Private,181212, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States,,
50, State-gov,76728, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States,,
41, Private,99373, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,,
24, Federal-gov,332194, 9th,5, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States,,
34, Private,425622, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,,
55, Private,147653, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States,,
55, Private,256796, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
27, Private,215014, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
39, Private,276559, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,2444,45, United-States,,
52, Private,95329, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India,,
66, Private,171824, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States,,
41, Private,193494, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States,,
38, State-gov,34493, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,,
52, Private,87858, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,,
18, Private,191784, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Puerto-Rico,,
27, Local-gov,286352, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,,
41, Self-emp-not-inc,36651, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,,
34, Private,200401, HS-grad,9, Separated, Transport-moving, Own-child, White, Male,0,0,25, Columbia,,
41, Private,213351, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
45, Private,40666, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy,,
35, Private,105813, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,,
37, Private,94331, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,,
20, Private,325744, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,,
49, Private,255466, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States,,
17, Private,165018, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,10, United-States,,
36, Private,89202, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
32, Private,262153, 11th,7, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, United-States,,
47, Private,195688, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
38, State-gov,196373, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States,,
36, Private,266347, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,43, United-States,,
33, Private,184245, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Columbia,,
37, Local-gov,156261, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,,
55, Local-gov,193895, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,,
21, Private,143604, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,,
70, Self-emp-not-inc,355536, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States,,
52, Local-gov,251841, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,,
52, Private,618130, HS-grad,9, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States,,
28, Private,183523, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,,
39, Self-emp-inc,88973, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,,
32, Private,30271, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,,
31, Private,63861, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,34, United-States,,
22, Private,228394, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,,
25, Private,242136, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,,
49, Private,106705, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,36, United-States,,
43, Private,398959, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
21, Private,396722, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,,
23, Private,355856, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States,,
39, Self-emp-not-inc,54022, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,,
33, Private,204780, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024,0,40, United-States,,
59, Federal-gov,99131, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States,,
63, Private,170815, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,,
36, Private,149653, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,,
48, Private,99385, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
28, Private,192010, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,,
59, Self-emp-inc,76860, 5th-6th,3, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, China,,
44, Private,160837, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico,,
22, Private,450695, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,,
53, Private,214868, Assoc-voc,11, Never-married, Adm-clerical, Other-relative, Black, Female,0,2001,40, United-States,,
32, Private,400535, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
56, Private,46920, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
33, Private,281685, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,,
40, Local-gov,208875, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,,
23, Private,134045, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,,
35, Private,102976, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,,
29, Local-gov,141005, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States,,
41, Private,112763, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,2597,0,40, United-States,,
39, Self-emp-not-inc,199753, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States,,
26, Local-gov,192944, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,,
32, Private,341672, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,2174,0,45, Taiwan,,
19, Private,37085, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,,
20, Private,194228, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
38, Private,455379, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,,
30, Private,159323, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,65, Canada,,
26, Private,141876, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,3103,0,45, United-States,,
46, Private,168232, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,,
35, Private,211440, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,,
17, Local-gov,99568, 10th,6, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States,,
24, Private,174413, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
44, Private,117936, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,,
40, Private,148316, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
32, Local-gov,349148, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
27, Private,173944, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,,
38, Private,180288, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States,,
38, Private,103323, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,,
27, Private,41281, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States,,
43, Private,86797, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,,
35, Private,150057, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,48, United-States,,
28, Private,278552, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,,
51, Self-emp-inc,318351, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1741,40, United-States,,
39, Private,134367, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,43, United-States,,
27, Private,212895, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
48, Private,77404, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,,
48, Private,164954, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,42, United-States,,
47, Self-emp-inc,110901, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States,,
51, Private,136080, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,31, United-States,,
30, Private,225243, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States,,
33, Private,269605, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States,,
47, Self-emp-not-inc,199083, Masters,14, Divorced, Transport-moving, Not-in-family, White, Male,0,2258,50, United-States,,
23, Private,72922, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,,
23, Private,231929, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,,
53, Private,104258, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
64, Private,170645, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2105,0,40, United-States,,
62, Private,217434, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
26, Local-gov,314798, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States,,
37, Private,224406, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
74, Self-emp-not-inc,160009, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,,
22, Private,380899, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,,
32, Private,117028, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
41, Private,287581, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States,,
45, Private,59380, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,,
33, Local-gov,177216, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,,
31, Private,207100, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,,
23, Private,399449, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,,
34, Local-gov,260782, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,52, United-States,,
38, Private,152307, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,,
31, Private,224234, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,,
20, Private,257470, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,,
39, Private,465334, 11th,7, Divorced, Farming-fishing, Unmarried, White, Male,0,0,1, United-States,,
41, Self-emp-not-inc,136986, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
20, Private,275421, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,,
42, Self-emp-not-inc,296594, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
44, Self-emp-not-inc,89413, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,,
24, Private,109813, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3137,0,40, United-States,,
55, Private,236731, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic,,
34, Private,410615, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,,
28, Private,110749, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States,,
18, State-gov,268520, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
38, Private,331395, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States,,
25, Federal-gov,80485, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
32, Private,93699, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,,
51, Private,256466, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines,,
25, Private,179772, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States,,
47, Private,186935, 11th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,,
41, Private,117747, Bachelors,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam,,
38, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5178,0,48, United-States,,
25, Private,393456, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,,
38, Self-emp-not-inc,108140, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,,
45, State-gov,185797, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,3325,0,60, United-States,,
40, Private,59916, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
39, Private,112264, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
